Ano,PAIS,TIPO_PLANTACAO,TEMPERATURA_MEDIA_C,TOTAL_PRECIPITACAO_MM,EMISSAO_CO2_MT,EVENTOS_TEMPERATURA_EXTREMA,ACESSO_IRRIGACAO_%,SAUDE_DO_SOLO,ESTRATEGIA_ADAPTACAO,IMPACTO_ECONOMICO_USD,NIVEL_CO2
2008,USA,Rice,31.88,1881.55,8.59,8,40.01,98.16,Drought-resistant Crops,490.24,BAIXO
2002,India,Sugarcane,26.76,2969.83,21.34,3,21.23,72.01,Crop Rotation,224.61,MEDIO
2002,Argentina,Cotton,15.31,1376.94,10.72,7,37.16,60.31,Organic Farming,960.81,MEDIO
2003,Nigeria,Soybeans,9.39,2800.15,6.45,5,35.89,45.87,Crop Rotation,914.85,BAIXO
2001,Nigeria,Sugarcane,6.67,2737.4,22.85,2,12.13,79.76,Organic Farming,498.34,MEDIO
1994,Russia,Fruits,28.3,394.37,29.94,10,66.56,78.12,Crop Rotation,768.64,MEDIO
2013,France,Fruits,25.84,929.03,27.8,3,96.37,41.56,Water Management,820.37,MEDIO
2015,Australia,Corn,-0.37,2623.61,13.09,3,43.89,56.16,Organic Farming,183.29,MEDIO
2019,USA,Rice,0.75,2034.74,20.83,8,44.24,61.84,Drought-resistant Crops,299.97,MEDIO
2005,USA,Sugarcane,26.95,2565.5,8.41,1,78.44,59.21,Crop Rotation,976.81,BAIXO
2007,Russia,Cotton,25.55,2593.99,27.33,1,69.43,68.52,Drought-resistant Crops,126.42,MEDIO
1997,USA,Fruits,-2.76,680.93,6.73,6,77.33,64.98,No Adaptation,170.63,BAIXO
1996,India,Rice,28.19,2934.88,6.82,9,61.91,45.1,Crop Rotation,1054.09,BAIXO
2013,France,Sugarcane,29.31,2772.38,10.98,4,46.31,62.94,Drought-resistant Crops,180.41,MEDIO
1996,Russia,Coffee,28.44,1901.48,24.88,4,45.18,63.77,Drought-resistant Crops,616.88,MEDIO
2001,Brazil,Corn,34.57,2574.63,27.65,7,77.93,55.02,No Adaptation,789.07,MEDIO
1994,Brazil,Fruits,29.77,2235.27,1.06,9,28.49,97.18,Drought-resistant Crops,416.68,BAIXO
1992,China,Cotton,9.36,2394.18,8.18,4,53.51,92.16,Drought-resistant Crops,523.1,BAIXO
2009,Russia,Vegetables,32.13,1082.04,19.97,8,42.29,61.63,Water Management,237.01,MEDIO
2004,Brazil,Corn,27.61,2528.04,12.34,7,60.58,92.5,No Adaptation,1084.3,MEDIO
1998,Argentina,Vegetables,-4.77,2070.7,6.89,9,34.82,81.49,Water Management,351.14,BAIXO
2021,India,Coffee,1.67,2571.04,10.84,0,71.41,43.94,Water Management,283.65,MEDIO
2021,India,Fruits,9.78,571.29,26.44,6,71.14,99.86,Organic Farming,281.88,MEDIO
2011,Brazil,Fruits,0.52,2935.02,29.31,1,31.28,73.95,No Adaptation,426.42,MEDIO
2003,India,Fruits,1.2,2069.58,25.26,2,90.15,63.9,Organic Farming,231.97,MEDIO
2013,France,Fruits,27.61,2717.31,12.61,0,89.02,75.28,Crop Rotation,1314.93,MEDIO
2006,India,Vegetables,25.33,2968.53,15.45,2,98.52,74.97,Organic Farming,539.41,MEDIO
2015,Russia,Fruits,11.96,511.88,22.37,5,66.4,64.63,No Adaptation,434.08,MEDIO
2000,France,Cotton,16.74,250.3,1.24,1,82.27,69.07,No Adaptation,967.72,BAIXO
2020,France,Soybeans,30.9,1788.53,18.73,2,47.93,99.26,Organic Farming,507.67,MEDIO
2004,Argentina,Cotton,31.37,2513.34,6.48,8,50.42,60.43,Crop Rotation,200.82,BAIXO
2015,France,Barley,31.78,2613.18,16.48,6,79.67,69.05,Crop Rotation,258.21,MEDIO
2018,Australia,Fruits,13.12,1538.19,16.76,5,39.34,37.01,Drought-resistant Crops,613.26,MEDIO
2005,India,Corn,25.39,2861.44,23.27,8,75.16,60.56,Water Management,421.02,MEDIO
2023,Argentina,Wheat,11.9,1816.44,25.83,3,16.72,61.91,Organic Farming,538.48,MEDIO
2000,USA,Barley,12.48,1195.06,25.0,9,15.6,34.13,Crop Rotation,389.53,MEDIO
2002,China,Vegetables,25.48,2793.52,3.8,3,42.98,35.7,No Adaptation,558.53,BAIXO
2005,Brazil,Corn,32.21,1707.87,3.52,2,34.48,68.41,Drought-resistant Crops,1065.83,BAIXO
2013,Canada,Cotton,-3.27,1564.06,9.62,6,69.56,73.56,Organic Farming,593.61,BAIXO
1994,Argentina,Corn,-4.94,860.71,20.84,9,88.95,55.79,Water Management,287.04,MEDIO
1994,Brazil,Rice,3.44,345.9,11.77,6,29.11,65.51,Water Management,623.61,MEDIO
2020,Argentina,Cotton,9.45,861.49,10.53,4,25.38,43.14,Crop Rotation,600.62,MEDIO
2009,China,Vegetables,28.64,2730.05,21.42,10,27.37,97.92,Drought-resistant Crops,1576.64,MEDIO
2012,France,Sugarcane,4.49,252.84,22.12,6,67.62,45.51,No Adaptation,809.18,MEDIO
2016,Russia,Soybeans,18.14,1858.13,10.03,3,89.75,59.3,Organic Farming,1103.43,MEDIO
2020,Brazil,Vegetables,27.78,708.79,21.69,0,25.94,48.73,No Adaptation,614.24,MEDIO
1999,India,Coffee,-0.79,248.53,8.51,3,23.88,56.08,Drought-resistant Crops,392.48,BAIXO
2006,Australia,Fruits,13.84,1956.74,10.82,9,86.32,78.54,Crop Rotation,1217.31,MEDIO
2002,Argentina,Wheat,8.36,1804.44,2.65,10,39.98,84.21,Water Management,385.18,BAIXO
2004,France,Corn,0.41,607.48,23.21,5,65.69,91.26,Organic Farming,137.15,MEDIO
2023,Argentina,Wheat,27.73,830.58,1.13,4,32.46,42.57,Crop Rotation,756.42,BAIXO
2023,China,Cotton,28.72,601.98,23.58,8,19.41,93.55,Drought-resistant Crops,129.98,MEDIO
2016,USA,Corn,33.59,1069.59,3.32,3,75.75,61.48,Crop Rotation,1273.74,BAIXO
1998,Russia,Barley,28.83,1120.88,22.35,2,63.72,71.84,No Adaptation,1169.52,MEDIO
1992,France,Vegetables,31.54,1665.58,0.8,3,26.97,58.23,Organic Farming,244.82,BAIXO
2013,China,Cotton,4.36,578.41,9.12,6,29.88,31.0,Water Management,453.91,BAIXO
2015,Nigeria,Corn,-4.84,1676.1,11.83,6,17.24,82.4,Water Management,319.36,MEDIO
2021,Brazil,Wheat,7.84,1468.92,21.96,9,55.19,31.15,Water Management,132.74,MEDIO
2012,India,Cotton,6.7,1213.32,15.52,7,84.92,55.68,Drought-resistant Crops,694.3,MEDIO
2011,Brazil,Coffee,-0.07,1202.98,22.34,8,10.96,96.54,Crop Rotation,242.51,MEDIO
2013,USA,Fruits,32.72,1940.31,28.65,2,88.8,86.52,Crop Rotation,196.17,MEDIO
2024,USA,Barley,-0.66,2376.99,20.52,1,90.56,93.07,No Adaptation,341.48,MEDIO
2003,Russia,Vegetables,-4.63,2895.23,16.91,8,99.7,70.8,Crop Rotation,387.51,MEDIO
2005,USA,Vegetables,17.6,2628.58,10.78,9,45.9,72.78,Drought-resistant Crops,535.01,MEDIO
2020,USA,Barley,-4.56,2907.56,13.5,7,89.73,37.72,Water Management,388.05,MEDIO
1991,Australia,Fruits,25.12,1369.28,12.99,6,93.19,36.5,Water Management,336.2,MEDIO
1995,Russia,Soybeans,2.47,2709.14,3.27,9,82.33,35.29,No Adaptation,980.33,BAIXO
2000,Argentina,Sugarcane,6.16,2089.1,11.05,2,68.86,83.24,Water Management,797.27,MEDIO
1994,China,Cotton,21.56,578.41,20.18,6,93.48,81.27,No Adaptation,1217.25,MEDIO
2009,USA,Corn,-1.5,2447.18,7.83,5,14.93,42.47,Crop Rotation,1043.42,BAIXO
2003,Nigeria,Fruits,-1.13,555.18,20.72,9,85.24,79.28,Organic Farming,725.01,MEDIO
1998,India,Vegetables,21.91,1399.78,2.42,8,10.11,50.58,Water Management,375.91,BAIXO
1993,Canada,Barley,18.76,2238.43,10.55,10,82.53,69.32,Organic Farming,526.57,MEDIO
2021,Nigeria,Coffee,14.82,1456.94,10.83,10,31.32,65.33,No Adaptation,970.79,MEDIO
1990,Nigeria,Barley,30.02,1900.22,15.67,9,40.47,77.78,Organic Farming,1149.29,MEDIO
2011,Australia,Soybeans,2.39,1031.01,0.92,8,37.61,95.2,Water Management,1106.02,BAIXO
2019,USA,Sugarcane,24.76,2779.81,1.46,10,36.96,99.79,Organic Farming,617.0,BAIXO
2022,Nigeria,Barley,26.52,643.44,24.48,0,61.75,59.31,Drought-resistant Crops,576.03,MEDIO
2022,Australia,Corn,21.23,1546.03,2.18,3,43.77,77.63,Crop Rotation,389.2,BAIXO
2012,Canada,Vegetables,5.3,2337.69,18.03,2,17.03,79.89,Drought-resistant Crops,897.31,MEDIO
2018,Russia,Cotton,16.31,1763.49,6.12,2,63.39,43.24,Drought-resistant Crops,437.96,BAIXO
2005,China,Cotton,9.59,366.84,3.52,2,79.45,60.4,No Adaptation,251.68,BAIXO
1997,Argentina,Fruits,34.22,1235.02,8.46,4,48.84,37.31,No Adaptation,603.64,BAIXO
1995,Canada,Wheat,28.25,2921.34,20.59,2,72.56,31.24,Crop Rotation,661.23,MEDIO
2015,China,Rice,16.71,1060.34,29.6,2,39.93,82.6,Organic Farming,562.19,MEDIO
2004,France,Wheat,30.79,2538.52,29.2,3,57.74,83.22,Crop Rotation,159.61,MEDIO
2019,Canada,Soybeans,-4.91,1794.17,15.55,6,62.0,76.84,Water Management,127.38,MEDIO
2016,USA,Corn,3.88,1951.14,10.0,10,32.87,44.83,Drought-resistant Crops,263.94,MEDIO
2024,Brazil,Barley,27.41,396.84,18.45,0,64.28,79.72,Crop Rotation,1469.67,MEDIO
2013,Russia,Rice,-2.74,2857.73,14.11,6,36.93,80.15,Organic Farming,1128.98,MEDIO
2013,Russia,Corn,30.99,2706.02,16.11,7,28.22,61.36,Organic Farming,1048.97,MEDIO
1991,France,Soybeans,-3.21,545.04,6.49,8,30.22,53.83,Drought-resistant Crops,171.83,BAIXO
2024,Brazil,Sugarcane,7.02,2217.62,3.4,9,39.63,84.33,Drought-resistant Crops,443.14,BAIXO
1996,USA,Barley,4.73,2090.38,23.04,7,18.86,97.37,Drought-resistant Crops,607.69,MEDIO
2007,China,Wheat,33.36,1061.47,17.0,3,67.22,45.18,Crop Rotation,380.62,MEDIO
1995,Canada,Rice,5.02,1201.49,6.6,3,50.89,69.18,Drought-resistant Crops,871.14,BAIXO
2021,Nigeria,Fruits,32.32,2513.22,12.16,4,69.59,41.9,Water Management,634.27,MEDIO
2019,India,Cotton,9.31,2548.23,22.27,4,15.74,48.2,Water Management,95.8,MEDIO
1997,Russia,Wheat,28.83,2985.97,11.64,9,13.71,48.54,Organic Farming,727.28,MEDIO
2014,France,Coffee,7.32,1784.02,20.65,9,20.25,50.95,Drought-resistant Crops,431.91,MEDIO
2024,Russia,Fruits,-1.98,1643.83,19.78,1,80.06,59.5,Crop Rotation,101.98,MEDIO
2021,USA,Sugarcane,33.44,2680.22,25.09,2,86.45,84.91,No Adaptation,1504.59,MEDIO
2011,Russia,Barley,30.41,2731.35,22.92,8,56.27,35.65,Drought-resistant Crops,466.69,MEDIO
2015,France,Wheat,21.65,960.78,28.84,0,84.18,100.0,Organic Farming,248.45,MEDIO
2000,Argentina,Sugarcane,-4.37,2888.28,10.33,3,11.01,62.07,Crop Rotation,602.5,MEDIO
1995,France,Corn,13.58,2673.77,8.75,10,74.21,51.68,Drought-resistant Crops,467.45,BAIXO
1994,Canada,Corn,23.58,2919.77,21.62,0,20.6,65.61,Organic Farming,505.17,MEDIO
2008,Nigeria,Barley,-0.23,1638.63,5.41,0,67.84,62.92,No Adaptation,325.66,BAIXO
2009,USA,Wheat,31.97,795.29,24.96,7,56.09,55.87,Drought-resistant Crops,248.45,MEDIO
2015,USA,Wheat,6.61,960.33,19.79,8,12.18,62.28,Organic Farming,252.76,MEDIO
1993,Australia,Soybeans,29.77,852.27,25.68,3,38.06,89.62,No Adaptation,136.85,MEDIO
2010,USA,Cotton,8.18,2594.63,16.88,0,50.43,77.83,Water Management,409.12,MEDIO
2020,France,Cotton,25.98,791.95,22.25,8,12.56,66.65,Organic Farming,1113.35,MEDIO
1996,Nigeria,Barley,9.61,2809.2,29.77,3,15.19,30.57,Organic Farming,180.0,MEDIO
2003,Brazil,Wheat,25.54,2524.3,24.02,1,48.88,84.2,No Adaptation,419.84,MEDIO
2022,Brazil,Fruits,12.88,1304.68,21.67,5,72.06,55.81,Water Management,970.06,MEDIO
2023,India,Sugarcane,14.27,2954.33,2.39,5,15.04,81.96,Drought-resistant Crops,763.24,BAIXO
2014,USA,Wheat,25.19,688.64,21.34,1,44.68,87.48,No Adaptation,748.57,MEDIO
1993,Australia,Rice,3.66,839.24,13.96,4,18.68,45.12,Organic Farming,335.87,MEDIO
2015,China,Fruits,23.61,2798.43,28.8,1,11.41,97.04,Water Management,359.38,MEDIO
1999,Brazil,Corn,12.0,2101.23,26.62,1,17.19,91.97,Organic Farming,806.62,MEDIO
2015,Brazil,Corn,28.34,2711.81,4.16,7,90.3,99.77,No Adaptation,193.31,BAIXO
2011,Australia,Barley,26.73,608.88,25.61,0,62.23,76.47,Drought-resistant Crops,565.64,MEDIO
2001,Russia,Coffee,24.37,1739.83,7.69,4,59.33,35.15,No Adaptation,1712.91,BAIXO
2018,Argentina,Barley,19.78,1301.98,6.41,4,97.26,66.68,Water Management,1951.71,BAIXO
2010,Australia,Fruits,6.91,1976.88,18.09,7,24.38,62.25,Water Management,1318.55,MEDIO
1998,France,Barley,28.2,1178.21,13.34,10,61.58,62.21,Organic Farming,838.92,MEDIO
1999,France,Cotton,3.23,258.32,19.03,1,20.81,61.82,Water Management,563.81,MEDIO
1997,India,Rice,23.86,2539.83,2.42,9,71.96,91.98,Crop Rotation,214.53,BAIXO
1994,India,Corn,34.28,2248.58,8.89,3,39.85,71.65,Water Management,1247.44,BAIXO
1991,Brazil,Soybeans,19.29,360.34,6.54,7,47.65,44.16,Water Management,1187.6,BAIXO
2015,France,Barley,11.79,2205.28,1.79,5,41.07,74.97,Water Management,886.58,BAIXO
2021,USA,Fruits,6.89,313.23,4.96,9,66.17,71.19,Organic Farming,498.38,BAIXO
1991,China,Sugarcane,8.15,679.8,20.52,10,40.56,85.32,Water Management,727.07,MEDIO
2000,Russia,Sugarcane,-0.42,344.25,17.02,3,60.14,81.65,No Adaptation,236.59,MEDIO
1998,Canada,Sugarcane,11.75,2422.6,24.93,3,86.24,97.81,Water Management,1719.62,MEDIO
1997,Argentina,Sugarcane,12.94,1150.63,10.41,2,94.93,45.31,Drought-resistant Crops,832.0,MEDIO
2018,Australia,Corn,4.32,554.33,23.47,0,91.52,65.89,Crop Rotation,881.27,MEDIO
2009,Argentina,Sugarcane,16.53,849.51,8.91,7,24.44,95.57,Organic Farming,321.25,BAIXO
2001,Australia,Fruits,32.97,1836.55,12.63,7,41.16,79.33,Organic Farming,981.22,MEDIO
2014,Australia,Soybeans,26.56,1870.65,10.49,2,15.95,94.42,Water Management,126.79,MEDIO
1998,USA,Rice,13.93,1880.3,19.41,2,94.41,67.23,Organic Farming,1035.44,MEDIO
2003,Australia,Sugarcane,4.34,1768.27,19.09,6,54.02,87.63,Organic Farming,689.28,MEDIO
2011,Australia,Vegetables,24.53,1344.7,11.44,4,24.04,93.5,Crop Rotation,691.21,MEDIO
1990,Australia,Rice,24.52,1813.13,28.18,0,71.66,87.34,Organic Farming,547.48,MEDIO
2006,Australia,Sugarcane,-3.77,2639.95,15.19,0,67.96,50.86,Organic Farming,309.96,MEDIO
2013,Nigeria,Corn,31.52,1020.75,5.36,10,37.1,52.02,Crop Rotation,823.04,BAIXO
2019,Argentina,Vegetables,10.3,897.58,19.42,10,47.05,90.49,Water Management,471.64,MEDIO
2004,China,Vegetables,14.38,2790.5,27.19,2,94.02,90.66,Crop Rotation,1194.75,MEDIO
2018,Argentina,Coffee,33.02,392.37,6.91,1,15.18,67.1,No Adaptation,1474.08,BAIXO
1993,USA,Rice,26.44,2175.72,22.51,0,66.4,76.08,Water Management,311.73,MEDIO
2016,France,Fruits,31.43,1628.75,6.57,8,18.08,71.72,Crop Rotation,1494.54,BAIXO
2017,India,Coffee,31.93,532.64,21.41,0,62.51,61.09,Water Management,519.1,MEDIO
2020,France,Sugarcane,21.31,1022.1,29.61,10,77.72,96.21,No Adaptation,855.45,MEDIO
2013,China,Rice,15.28,1835.49,13.52,9,82.05,90.36,No Adaptation,647.18,MEDIO
2011,USA,Coffee,-0.56,981.14,25.23,5,98.66,60.83,Crop Rotation,487.68,MEDIO
2006,USA,Cotton,27.44,854.85,6.96,5,88.39,31.58,Drought-resistant Crops,1203.65,BAIXO
1995,India,Cotton,-0.4,2788.93,16.98,9,55.32,98.18,Crop Rotation,266.42,MEDIO
2015,France,Fruits,-0.94,2408.07,18.56,5,93.5,77.15,Drought-resistant Crops,1064.06,MEDIO
2008,Argentina,Vegetables,-2.88,2731.04,21.16,5,89.51,35.43,Crop Rotation,229.25,MEDIO
2013,Brazil,Sugarcane,27.38,990.13,18.59,9,52.42,93.24,Drought-resistant Crops,1079.59,MEDIO
2002,China,Cotton,-2.29,1272.05,12.57,8,40.52,78.17,Crop Rotation,201.25,MEDIO
2017,USA,Coffee,3.71,1681.26,0.85,10,54.13,90.02,Drought-resistant Crops,909.55,BAIXO
2013,Russia,Sugarcane,6.28,656.03,10.38,3,57.4,68.6,Organic Farming,555.49,MEDIO
2018,China,Wheat,20.06,1202.44,26.94,2,42.68,55.37,Organic Farming,1296.43,MEDIO
2023,India,Soybeans,31.59,1879.14,15.02,1,43.42,91.63,Water Management,356.66,MEDIO
2017,France,Barley,15.18,2354.69,2.13,6,34.46,72.14,Water Management,917.03,BAIXO
2020,Brazil,Wheat,-1.08,2056.02,29.65,6,15.39,38.27,Drought-resistant Crops,478.01,MEDIO
2011,Australia,Rice,26.78,954.01,28.29,1,73.42,62.46,Crop Rotation,328.66,MEDIO
1990,France,Wheat,24.37,2752.2,3.21,2,50.61,36.11,Organic Farming,554.95,BAIXO
2019,USA,Coffee,34.2,2481.43,11.04,3,62.54,78.43,No Adaptation,1020.75,MEDIO
1994,Australia,Wheat,33.53,2412.26,12.4,6,21.31,80.73,Water Management,1514.28,MEDIO
2013,Argentina,Fruits,7.9,2561.32,25.72,5,66.2,67.93,Water Management,299.53,MEDIO
2005,India,Rice,-2.77,285.81,13.77,8,22.99,47.9,Crop Rotation,417.37,MEDIO
2019,India,Cotton,27.86,2996.7,13.97,9,41.14,52.51,Organic Farming,413.5,MEDIO
2017,France,Barley,12.84,1039.85,22.66,1,68.9,72.6,No Adaptation,693.89,MEDIO
2024,Australia,Corn,16.21,2428.05,19.43,1,54.9,59.73,No Adaptation,274.05,MEDIO
1996,Nigeria,Barley,-0.78,918.26,28.53,9,40.78,42.65,Water Management,257.15,MEDIO
1990,India,Cotton,8.34,1431.33,15.11,7,51.81,53.76,Organic Farming,361.27,MEDIO
2003,USA,Soybeans,24.3,211.95,24.93,1,49.83,53.63,No Adaptation,641.47,MEDIO
1994,Nigeria,Coffee,33.41,1142.65,20.15,7,64.89,56.66,No Adaptation,364.51,MEDIO
2005,France,Soybeans,30.89,2411.6,25.42,1,26.74,79.41,No Adaptation,1018.99,MEDIO
2003,India,Corn,19.87,1335.61,21.82,8,54.8,45.0,No Adaptation,457.37,MEDIO
2021,Brazil,Fruits,4.35,1775.26,8.44,8,27.11,77.13,Drought-resistant Crops,119.06,BAIXO
2005,Canada,Barley,-3.29,2254.66,16.06,9,15.92,78.04,Organic Farming,385.49,MEDIO
2004,Australia,Rice,6.92,2530.33,23.52,6,98.85,36.94,No Adaptation,420.93,MEDIO
2022,Argentina,Corn,16.4,1145.54,4.29,6,18.96,97.08,Organic Farming,1284.9,BAIXO
2003,USA,Sugarcane,-3.79,426.87,5.13,9,91.55,34.97,Drought-resistant Crops,200.67,BAIXO
2012,China,Corn,12.69,2985.74,11.05,3,34.38,68.25,Organic Farming,387.18,MEDIO
2012,Nigeria,Sugarcane,0.76,716.86,13.39,7,19.18,44.7,Organic Farming,102.89,MEDIO
2016,France,Coffee,33.19,675.43,1.06,10,82.24,66.52,Crop Rotation,196.92,BAIXO
2004,Canada,Sugarcane,20.5,696.66,23.64,8,25.21,59.77,Crop Rotation,554.75,MEDIO
2004,India,Barley,27.62,1698.53,26.18,1,41.33,83.6,No Adaptation,560.64,MEDIO
2000,Nigeria,Soybeans,31.53,602.05,4.98,3,41.1,51.7,No Adaptation,981.34,BAIXO
2000,Brazil,Sugarcane,16.28,1872.61,5.13,2,53.45,35.88,Organic Farming,640.49,BAIXO
2004,Russia,Cotton,9.82,1537.83,21.22,9,11.22,93.44,Drought-resistant Crops,528.32,MEDIO
2015,USA,Fruits,26.86,1781.35,12.73,1,21.58,33.44,Water Management,861.27,MEDIO
2013,Australia,Sugarcane,7.99,2676.26,16.99,6,94.88,52.43,Water Management,919.19,MEDIO
2014,Brazil,Wheat,-4.94,2072.54,7.58,4,57.31,45.75,Organic Farming,354.5,BAIXO
1993,Russia,Corn,32.39,2967.46,17.17,0,96.32,67.22,Water Management,406.07,MEDIO
2009,Argentina,Corn,21.62,1391.54,24.09,1,66.54,64.56,No Adaptation,723.51,MEDIO
2019,China,Barley,19.87,2394.34,1.14,10,36.75,62.91,Water Management,480.95,BAIXO
2018,Canada,Coffee,13.68,1168.3,20.75,2,40.16,61.66,Crop Rotation,258.33,MEDIO
2017,Canada,Coffee,-4.47,1569.99,13.44,2,35.28,39.06,No Adaptation,347.99,MEDIO
2005,China,Corn,14.82,1800.76,1.42,0,46.91,98.25,Water Management,2124.72,BAIXO
2016,India,Cotton,19.28,1673.75,24.72,2,31.43,51.92,Organic Farming,1252.83,MEDIO
2013,Argentina,Coffee,34.33,631.26,24.92,10,11.15,61.08,Water Management,1312.58,MEDIO
2019,China,Fruits,28.63,2529.45,12.4,3,75.59,30.07,Water Management,593.03,MEDIO
2024,India,Soybeans,8.58,1703.43,18.96,2,45.64,60.84,No Adaptation,123.53,MEDIO
2003,France,Corn,13.09,633.39,9.08,2,56.79,78.45,Crop Rotation,764.0,BAIXO
2013,Australia,Vegetables,3.91,470.11,16.07,4,85.79,67.76,Organic Farming,294.42,MEDIO
1999,China,Corn,-3.43,2591.32,21.22,10,44.73,75.34,Drought-resistant Crops,254.47,MEDIO
1999,Australia,Cotton,24.97,1061.71,8.88,4,82.49,67.91,Organic Farming,267.94,BAIXO
2010,Russia,Soybeans,11.66,534.29,12.49,1,58.45,34.34,Organic Farming,469.1,MEDIO
1995,Brazil,Coffee,24.55,2181.06,24.53,8,41.42,67.76,Drought-resistant Crops,193.38,MEDIO
2016,France,Vegetables,11.37,2876.36,20.3,10,68.37,39.25,Organic Farming,360.93,MEDIO
2019,Canada,Coffee,13.11,2926.58,14.93,2,53.9,78.83,Drought-resistant Crops,970.78,MEDIO
2008,India,Rice,8.41,1293.21,9.83,3,69.54,30.81,Organic Farming,212.94,BAIXO
2000,Australia,Corn,17.73,1424.75,29.65,3,24.92,58.84,Organic Farming,616.6,MEDIO
2004,India,Barley,26.84,2540.63,20.2,10,63.61,30.66,Crop Rotation,329.81,MEDIO
2021,Brazil,Soybeans,17.19,2584.52,21.0,4,49.27,57.01,Drought-resistant Crops,1226.08,MEDIO
2002,Russia,Sugarcane,32.23,485.52,11.82,1,49.41,89.57,Organic Farming,440.03,MEDIO
2005,Australia,Wheat,24.07,1309.14,18.74,3,62.01,33.74,Water Management,928.97,MEDIO
1991,Argentina,Fruits,21.27,769.94,29.28,9,92.51,80.03,No Adaptation,904.81,MEDIO
2018,France,Corn,24.7,2276.79,8.69,5,25.66,80.85,Crop Rotation,630.39,BAIXO
2015,India,Fruits,33.75,386.13,11.73,9,82.09,56.61,Drought-resistant Crops,1105.58,MEDIO
2016,Canada,Fruits,22.27,2731.98,11.57,9,54.43,52.5,Water Management,265.01,MEDIO
1990,India,Wheat,16.29,963.43,11.81,10,26.32,47.05,No Adaptation,205.83,MEDIO
2004,USA,Coffee,0.54,1043.67,27.15,4,23.02,72.53,Organic Farming,709.6,MEDIO
1993,Argentina,Wheat,-4.83,1122.69,1.67,7,47.24,68.8,Water Management,509.56,BAIXO
2012,Canada,Vegetables,-4.06,1908.94,22.36,8,96.89,73.25,Drought-resistant Crops,163.88,MEDIO
2019,Russia,Corn,26.92,366.88,14.74,2,92.02,77.56,Crop Rotation,446.65,MEDIO
2008,France,Corn,25.07,1004.6,4.05,10,59.23,76.54,Water Management,240.74,BAIXO
2007,Russia,Rice,33.72,1809.89,12.23,1,24.73,74.69,Organic Farming,631.89,MEDIO
1994,Australia,Barley,34.9,376.95,26.54,10,66.78,86.03,Organic Farming,141.58,MEDIO
1994,India,Sugarcane,-1.96,1415.42,16.72,9,68.96,83.62,Water Management,639.2,MEDIO
2006,India,Vegetables,29.94,614.42,7.86,4,22.3,74.44,Organic Farming,512.35,BAIXO
2001,Australia,Fruits,23.95,260.72,25.98,8,54.18,77.92,Water Management,349.41,MEDIO
2018,China,Coffee,8.53,2434.59,17.65,0,99.7,48.78,Organic Farming,428.74,MEDIO
2019,China,Rice,11.96,824.87,17.0,5,46.37,92.57,Drought-resistant Crops,674.51,MEDIO
2015,Nigeria,Wheat,13.76,1220.91,7.12,7,36.1,76.62,Water Management,1337.51,BAIXO
1993,Brazil,Coffee,12.98,569.82,17.37,1,81.25,55.38,Drought-resistant Crops,484.63,MEDIO
1997,China,Corn,1.96,2188.61,18.95,3,72.19,30.8,No Adaptation,459.78,MEDIO
1994,USA,Coffee,32.09,2362.74,24.62,4,11.69,79.46,Drought-resistant Crops,565.85,MEDIO
2008,Nigeria,Coffee,4.34,2530.29,29.23,10,34.18,64.25,Drought-resistant Crops,851.37,MEDIO
2008,USA,Soybeans,1.68,1718.96,13.63,6,87.61,84.52,Drought-resistant Crops,1062.36,MEDIO
2006,Canada,Rice,-0.38,2837.64,10.87,7,60.36,93.68,Drought-resistant Crops,156.92,MEDIO
2024,Nigeria,Coffee,-1.43,2390.42,16.52,3,73.3,97.52,Drought-resistant Crops,114.96,MEDIO
2007,France,Soybeans,12.89,2544.51,11.68,6,70.42,88.39,Drought-resistant Crops,610.06,MEDIO
2020,Argentina,Sugarcane,-4.33,513.0,2.86,0,76.11,71.63,Crop Rotation,708.06,BAIXO
2010,Canada,Soybeans,12.5,1519.62,7.87,3,15.93,37.01,Water Management,906.73,BAIXO
2024,USA,Barley,26.66,898.57,16.8,7,74.5,70.86,Crop Rotation,984.35,MEDIO
2021,Brazil,Corn,1.11,1475.3,9.32,5,38.55,80.81,Crop Rotation,765.55,BAIXO
2000,India,Corn,31.64,269.76,26.32,2,52.18,60.93,Organic Farming,340.98,MEDIO
2011,India,Coffee,7.8,454.64,21.0,8,44.88,83.97,No Adaptation,189.53,MEDIO
1991,Argentina,Sugarcane,11.13,2596.91,27.58,5,61.8,41.92,No Adaptation,906.74,MEDIO
2011,Russia,Sugarcane,16.71,1820.5,2.76,3,77.96,89.8,No Adaptation,2066.9,BAIXO
2003,Argentina,Sugarcane,10.33,959.28,18.32,10,21.87,64.92,Crop Rotation,620.77,MEDIO
2008,Brazil,Wheat,9.62,1572.68,13.46,10,43.32,77.85,Crop Rotation,166.44,MEDIO
2003,Canada,Cotton,25.13,2165.15,10.98,6,76.91,39.19,Drought-resistant Crops,888.92,MEDIO
2014,Nigeria,Sugarcane,-0.68,1270.58,7.09,1,10.82,37.58,Water Management,901.9,BAIXO
2010,India,Cotton,31.79,421.91,20.75,8,17.12,81.09,Drought-resistant Crops,329.94,MEDIO
2005,Australia,Fruits,5.8,1770.03,21.42,10,84.08,64.41,Crop Rotation,205.07,MEDIO
1991,China,Sugarcane,18.0,2502.39,13.89,2,48.97,39.93,Organic Farming,857.91,MEDIO
